1.0,18.5,7.0,9.2
2.0,15.5,6.5,5.5
3.0,15.0,4.0,8.0
4.0,15.0,4.0,7.0
5.0,15.0,-1.5,6.5
6.0,14.0,8.0,9.5
7.0,14.0,8.0,10.5
8.0,14.0,6.5,10.5
9.0,14.5,6.0,6.0
10.0,14.0,5.5,5.5
11.0,14.0,2.0,8.0
12.0,14.0,1.0,5.0
13.0,13.0,7.0,2.0
15.0,13.0,6.5,6.7
16.0,13.0,5.0,8.7
17.0,13.0,4.5,6.5
18.0,13.0,4.0,6.0
19.0,13.2,3.0,2.7
20.0,12.7,9.0,10.0
21.0,12.0,8.0,8.5
22.0,12.0,7.0,7.0
23.0,12.0,5.0,6.0
24.0,12.0,5.5,5.5
25.0,12.0,4.0,6.0
26.0,12.0,3.0,5.0
27.0,12.0,3.0,3.0
28.0,12.0,3.0,10.5
29.0,12.5,3.5,7.5
30.0,12.0,2.0,4.0
31.0,12.5,2.0,6.0
32.0,12.0,2.0,7.5
33.0,12.0,2.0,8.0
34.0,12.0,1.0,5.7
35.0,11.0,9.0,7.0
36.0,11.0,7.0,7.0
37.0,11.0,6.0,7.0
38.0,11.0,6.0,6.0
39.0,11.0,6.0,7.0
40.0,11.0,6.0,6.0
42.0,11.0,5.5,6.0
43.0,11.5,5.5,5.2
45.0,11.0,5.0,2.0
46.0,11.0,4.0,8.0
47.0,11.7,4.5,7.0
49.0,11.5,4.5,6.0
50.0,11.0,4.5,2.0
51.0,11.2,3.0,7.5
52.0,11.0,3.5,6.0
53.0,11.0,3.0,5.0
54.0,11.0,3.0,3.5
55.0,11.0,2.0,4.5
56.0,11.0,2.0,4.5
57.0,11.0,2.5,4.0
58.0,11.0,2.0,4.5
59.0,11.0,1.0,2.0
61.0,10.0,9.0,9.0
62.0,10.0,9.0,8.0
64.0,10.0,7.0,6.0
65.0,10.0,7.0,7.5
66.0,10.0,6.5,9.2
68.0,10.5,5.0,8.0
69.0,10.0,5.0,4.5
70.0,10.0,5.0,6.0
71.0,10.0,5.0,7.0
72.0,10.0,5.0,9.0
73.0,10.0,5.0,5.0
75.0,10.0,4.7,6.5
76.0,10.0,4.0,7.0
77.0,10.0,4.0,5.5
78.0,10.0,4.2,2.5
79.0,10.5,4.0,5.5
80.0,10.5,4.5,0.0
81.0,10.0,4.0,5.0
82.0,10.0,4.0,9.0
83.0,10.0,3.7,3.7
84.0,10.5,3.0,5.5
85.0,10.5,3.0,4.5
86.0,10.0,3.5,7.5
87.0,10.0,3.0,3.7
88.0,10.0,3.0,2.0
89.0,10.5,2.0,5.0
90.0,10.3,2.7,4.0
91.0,10.5,2.0,0.0
92.0,10.0,1.0,6.0
93.0,10.0,0.0,5.0
94.0,10.0,0.0,5.0
95.0,10.0,-1.5,3.0
96.0,10.0,-2.0,6.0
97.0,9.0,8.5,6.0
98.0,9.0,7.0,4.0
99.0,9.0,6.0,5.5
102.0,9.0,6.0,5.0
103.0,9.0,6.5,1.0
104.0,9.5,6.5,4.5
105.0,9.0,6.5,8.5
106.0,9.5,6.0,6.5
107.0,9.0,6.0,6.5
108.0,9.0,5.0,5.0
109.0,9.5,4.5,5.2
110.0,9.2,4.0,5.0
111.0,9.9,3.5,5.5
112.0,9.0,3.0,7.5
114.0,9.0,3.0,6.0
115.0,9.0,3.5,5.0
116.0,9.0,3.5,3.7
117.0,9.7,2.0,2.5
118.0,9.5,2.0,5.5
119.0,9.0,2.0,6.0
120.0,9.5,2.0,5.2
121.0,9.0,2.5,3.5
122.0,9.0,2.0,6.0
123.0,9.5,1.0,3.0
124.0,9.0,1.0,3.5
125.0,9.0,0.0,8.0
126.0,9.0,0.0,1.7
128.0,8.7,10.5,1.7
129.0,8.5,7.0,7.0
130.0,8.5,6.5,3.2
131.0,8.0,5.0,5.0
132.0,8.0,5.5,4.0
133.0,8.0,5.5,6.5
134.0,8.0,5.0,8.0
135.0,8.5,5.0,2.0
136.0,8.0,4.0,5.0
137.0,8.0,4.0,5.5
138.0,8.0,4.0,2.5
139.0,8.0,4.5,2.0
140.0,8.0,4.0,6.0
141.0,8.0,3.0,6.0
142.0,8.5,3.5,5.5
144.0,8.0,3.0,4.5
145.0,8.0,3.0,3.0
146.0,8.0,3.0,4.0
149.0,8.2,3.5,4.5
151.0,8.7,2.0,1.7
153.0,8.0,1.0,3.5
155.0,8.0,0.0,1.0
156.0,8.0,0.0,0.0
158.0,8.0,-1.0,5.0
159.0,7.0,6.2,7.5
161.0,7.0,6.0,8.0
162.0,7.0,5.0,5.5
163.0,7.0,5.5,5.5
164.0,7.0,5.5,3.0
165.0,7.0,5.0,2.0
166.0,7.5,5.0,4.0
168.0,7.0,3.5,3.5
169.0,7.0,3.0,3.0
170.0,7.5,2.0,6.0
172.0,6.0,7.0,2.0
173.0,6.0,7.0,7.0
174.0,6.0,6.0,7.0
175.0,6.0,6.0,6.0
176.0,6.5,5.0,2.5
177.0,6.0,5.5,6.0
179.0,6.0,3.5,4.5
180.0,6.5,3.0,5.0
181.0,6.5,2.5,3.5
183.0,6.0,0.0,0.0
185.0,6.0,-1.0,5.0
186.0,5.0,7.0,5.0
187.0,5.0,7.0,3.0
188.0,5.0,6.0,3.0
189.0,5.0,6.0,5.0
190.0,5.0,5.0,5.0
191.0,5.0,5.5,5.5
192.0,5.0,5.0,4.5
193.0,5.0,4.0,4.0
194.0,5.0,3.0,3.0
195.0,5.0,3.0,3.0
196.0,5.5,3.0,3.5
197.0,5.5,0.0,2.0
198.0,4.0,4.0,5.5
199.0,4.0,4.0,7.0
201.0,4.0,0.0,0.0
202.0,3.0,3.5,8.5
203.0,2.0,6.0,2.0
204.0,2.5,3.0,-3.0
205.0,8.5,5.0,4.0
1.0,18.5,7.0,9.0
2.0,15.5,6.5,5.5
4.0,15.0,4.0,4.5
5.0,15.0,-1.5,2.5
7.0,14.0,8.0,4.0
8.0,14.0,6.5,8.0
11.0,14.0,2.0,7.0
16.0,13.0,5.0,6.5
17.0,13.0,4.5,2.3
18.0,13.0,4.0,4.5
20.0,12.7,9.0,9.0
21.0,12.0,8.0,8.0
23.0,12.0,5.0,5.5
25.0,12.0,4.0,3.0
26.0,12.0,3.0,3.0
28.0,12.0,3.0,10.0
29.0,12.5,3.5,7.2
31.0,12.5,2.0,5.0
32.0,12.0,2.0,3.5
37.0,11.0,6.0,7.0
38.0,11.0,6.0,4.5
42.0,11.0,5.5,5.0
46.0,11.0,4.0,8.0
49.0,11.5,4.5,4.5
51.0,11.2,3.0,4.5
52.0,11.0,3.5,5.0
53.0,11.0,3.0,5.0
55.0,11.0,2.0,2.5
56.0,11.0,2.0,0.0
57.0,11.0,2.5,4.0
58.0,11.0,2.0,4.0
62.0,10.0,9.0,6.0
64.0,10.0,7.0,4.0
66.0,10.0,6.5,7.2
68.0,10.5,5.0,5.0
69.0,10.0,5.0,3.0
70.0,10.0,5.0,4.5
71.0,10.0,5.0,5.0
72.0,10.0,5.0,7.0
75.0,10.0,4.7,5.5
76.0,10.0,4.0,5.0
78.0,10.0,4.2,1.2
79.0,10.5,4.0,5.0
81.0,10.0,4.0,4.0
82.0,10.0,4.0,5.0
83.0,10.0,3.7,3.2
84.0,10.5,3.0,3.5
85.0,10.5,3.0,4.0
86.0,10.0,3.5,3.5
87.0,10.0,3.0,2.0
88.0,10.0,3.0,1.0
89.0,10.5,2.0,4.0
90.0,10.3,2.7,3.5
93.0,10.0,0.0,3.0
94.0,10.0,0.0,5.0
95.0,10.0,-1.5,2.5
96.0,10.0,-2.0,5.0
97.0,9.0,8.5,6.0
99.0,9.0,6.0,5.0
102.0,9.0,6.0,3.0
104.0,9.5,6.5,4.0
105.0,9.0,6.5,7.5
106.0,9.5,6.0,5.5
107.0,9.0,6.0,5.5
108.0,9.0,5.0,4.0
109.0,9.5,4.5,4.5
110.0,9.2,4.0,3.5
112.0,9.0,3.0,3.5
114.0,9.0,3.0,2.0
115.0,9.0,3.5,3.0
116.0,9.0,3.5,3.0
118.0,9.5,2.0,5.5
119.0,9.0,2.0,6.0
120.0,9.5,2.0,4.7
121.0,9.0,2.5,2.5
122.0,9.0,2.0,6.0
123.0,9.5,1.0,2.0
124.0,9.0,1.0,2.0
125.0,9.0,0.0,2.5
126.0,9.0,0.0,0.5
131.0,8.0,5.0,1.5
133.0,8.0,5.5,5.2
134.0,8.0,5.0,6.0
135.0,8.5,5.0,1.5
136.0,8.0,4.0,4.0
137.0,8.0,4.0,2.0
140.0,8.0,4.0,6.0
141.0,8.0,3.0,2.0
144.0,8.0,3.0,4.0
145.0,8.0,3.0,2.0
146.0,8.0,3.0,3.5
153.0,8.0,1.0,3.0
155.0,8.0,0.0,1.0
158.0,8.0,-1.0,5.0
159.0,7.0,6.2,6.0
161.0,7.0,6.0,5.5
162.0,7.0,5.0,5.0
163.0,7.0,5.5,5.5
164.0,7.0,5.5,0.0
165.0,7.0,5.0,2.0
166.0,7.5,5.0,4.0
172.0,6.0,7.0,2.0
173.0,6.0,7.0,4.0
174.0,6.0,6.0,6.5
175.0,6.0,6.0,5.0
176.0,6.5,5.0,0.5
177.0,6.0,5.5,6.0
179.0,6.0,3.5,2.0
