1,18.5,7.0
2,15.5,6.5
3,15.0,4.0
4,15.0,4.0
5,15.0,-1.5
6,14.0,8.0
7,14.0,8.0
8,14.0,6.5
9,14.5,6.0
10,14.0,5.5
11,14.0,2.0
12,14.0,1.0
13,13.0,7.0
14,13.0,7.0
15,13.0,6.5
16,13.0,5.0
17,13.0,4.5
18,13.0,4.0
19,13.2,3.0
20,12.7,9.0
21,12.0,8.0
22,12.0,7.0
23,12.0,5.0
24,12.0,5.5
25,12.0,4.0
26,12.0,3.0
27,12.0,3.0
28,12.0,3.0
29,12.5,3.5
30,12.0,2.0
31,12.5,2.0
32,12.0,2.0
33,12.0,2.0
34,12.0,1.0
35,11.0,9.0
36,11.0,7.0
37,11.0,6.0
38,11.0,6.0
39,11.0,6.0
40,11.0,6.0
41,11.7,5.5
42,11.0,5.5
43,11.5,5.5
44,11.5,5.0
45,11.0,5.0
46,11.0,4.0
47,11.7,4.5
48,11.0,4.0
49,11.5,4.5
50,11.0,4.5
51,11.2,3.0
52,11.0,3.5
53,11.0,3.0
54,11.0,3.0
55,11.0,2.0
56,11.0,2.0
57,11.0,2.5
58,11.0,2.0
59,11.0,1.0
60,11.0,-2.0
61,10.0,9.0
62,10.0,9.0
63,10.0,8.0
64,10.0,7.0
65,10.0,7.0
66,10.0,6.5
67,10.5,5.0
68,10.5,5.0
69,10.0,5.0
70,10.0,5.0
71,10.0,5.0
72,10.0,5.0
73,10.0,5.0
74,10.0,5.0
75,10.0,4.7
76,10.0,4.0
77,10.0,4.0
78,10.0,4.2
79,10.5,4.0
80,10.5,4.5
81,10.0,4.0
82,10.0,4.0
83,10.0,3.7
84,10.5,3.0
85,10.5,3.0
86,10.0,3.5
87,10.0,3.0
88,10.0,3.0
89,10.5,2.0
90,10.3,2.7
91,10.5,2.0
92,10.0,1.0
93,10.0,0.0
94,10.0,0.0
95,10.0,-1.5
96,10.0,-2.0
97,9.0,8.5
98,9.0,7.0
99,9.0,6.0
100,9.0,6.0
101,9.0,6.7
102,9.0,6.0
103,9.0,6.5
104,9.5,6.5
105,9.0,6.5
106,9.5,6.0
107,9.0,6.0
108,9.0,5.0
109,9.5,4.5
110,9.2,4.0
111,9.9,3.5
112,9.0,3.0
113,9.0,3.0
114,9.0,3.0
115,9.0,3.5
116,9.0,3.5
117,9.7,2.0
118,9.5,2.0
119,9.0,2.0
120,9.5,2.0
121,9.0,2.5
122,9.0,2.0
123,9.5,1.0
124,9.0,1.0
125,9.0,0.0
126,9.0,0.0
127,9.0,0.5
128,8.7,10.5
129,8.5,7.0
130,8.5,6.5
131,8.0,5.0
132,8.0,5.5
133,8.0,5.5
134,8.0,5.0
135,8.5,5.0
136,8.0,4.0
137,8.0,4.0
138,8.0,4.0
139,8.0,4.5
140,8.0,4.0
141,8.0,3.0
142,8.5,3.5
143,8.0,3.0
144,8.0,3.0
145,8.0,3.0
146,8.0,3.0
147,8.5,3.5
148,8.0,3.0
149,8.2,3.5
150,8.0,2.5
151,8.7,2.0
152,8.0,2.5
153,8.0,1.0
154,8.0,0.2
155,8.0,0.0
156,8.0,0.0
157,8.5,-1.0
158,8.0,-1.0
159,7.0,6.2
160,7.0,6.5
161,7.0,6.0
162,7.0,5.0
163,7.0,5.5
164,7.0,5.5
165,7.0,5.0
166,7.5,5.0
167,7.0,4.0
168,7.0,3.5
169,7.0,3.0
170,7.5,2.0
171,7.0,1.0
172,6.0,7.0
173,6.0,7.0
174,6.0,6.0
175,6.0,6.0
176,6.5,5.0
177,6.0,5.5
178,6.0,3.0
179,6.0,3.5
180,6.5,3.0
181,6.5,2.5
182,6.0,1.5
183,6.0,0.0
184,6.0,0.0
185,6.0,-1.0
186,5.0,7.0
187,5.0,7.0
188,5.0,6.0
189,5.0,6.0
190,5.0,5.0
191,5.0,5.5
192,5.0,5.0
193,5.0,4.0
194,5.0,3.0
195,5.0,3.0
196,5.5,3.0
197,5.5,0.0
198,4.0,4.0
199,4.0,4.0
200,4.0,3.0
201,4.0,0.0
202,3.0,3.5
203,2.0,6.0
204,2.5,3.0
136A,8.5,5.0
